"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000099104",8391.14351146917,-0.101910671816173,0.0464652101364539,-2.19326828646407,0.0282880551410405,0.344802578583329
"ENSDARG00000102407",172.982981840793,0.248823849835211,0.1329391471914,1.87171239692823,0.0612464035211043,0.473844430644952
"ENSDARG00000102097",102.346133212605,0.163552902452431,0.207507516386047,0.78817820819636,0.430592473909517,0.873162421515121
"ENSDARG00000099640",220.8119211819,0.0724758425220976,0.131443168812248,0.551385387137319,0.581369515793625,0.925975110442119
"ENSDARG00000104071",201.852690737769,0.136249043448766,0.132988139322507,1.02452026280593,0.305589605117729,0.802819854987957
"ENSDARG00000102746",448.120042592448,0.258765620783172,0.0879532062650979,2.94208286168934,0.00326012679601145,0.107879013126452
"ENSDARG00000103929",429.411818906647,-0.192328751660414,0.0890221375065227,-2.16045982547119,0.0307370904442996,0.356500526952779
"ENSDARG00000101073",38.7615913974422,0.692307871103218,0.318935161142223,2.17068531617465,0.0299549679170846,0.351764741215271
"ENSDARG00000100223",1249.80091370711,-0.103899025694366,0.0670840186734324,-1.54878952914479,0.121432323454044,0.610913461105526
"ENSDARG00000100782",75.9361341725896,0.237084961842851,0.194241181373374,1.22057001592841,0.222248864786422,0.740434717681348
"ENSDARG00000034862",126.284049229021,0.0865073823971477,0.189898425458752,0.45554554856453,0.648716806622767,0.945200605208989
"ENSDARG00000075827",112.372188467489,0.103113406926143,0.214527321651648,0.480653961147103,0.630762457121062,0.941079537108994
"ENSDARG00000088581",1105.01525065392,-0.251521844822441,0.0810872402952498,-3.10186712368821,0.00192304255972167,0.0791155265290693
"ENSDARG00000076900",43.4573561491256,-0.00360700598146884,0.261331510623548,-0.0138024150737214,0.988987615767422,0.998090931652421
"ENSDARG00000013802",222.808298521109,-0.225141894259279,0.118699367513144,-1.89674047112634,0.0578621994557805,0.465240858047676
"ENSDARG00000096578",559.911256759835,0.173378269676172,0.0761509502700236,2.27677092749847,0.0227999084736098,0.316652451479835
"ENSDARG00000109848",1.83432100802708,0.440434583267352,1.32042568020153,0.333554996597864,0.738715382549144,NA
